customer_id,country,segment,signup_date,contract_type,monthly_fee,transaction_count,total_spend,avg_transaction_amount,failed_transactions,refunded_transactions,q2_transactions,q2_failed_transactions,failure_rate,refund_rate,q2_failure_rate,total_tickets,billing_tickets,cancellation_tickets,high_priority_tickets,q2_tickets,q2_billing_tickets,q2_billing_ticket_rate,billing_ticket_rate,cancellation_ticket_rate,churn_probability,status
CUST_000080,Italy,SMB,2024-11-18,Monthly,213.09,25,2275.34,91.01360000000001,2,0,4,1,0.08,0.0,0.25,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.4,0.2,0.504,Active
CUST_000081,France,Consumer,2023-12-27,Annual,386.12,20,1453.42,72.671,0,0,4,0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.45,Active
CUST_000082,Germany,Consumer,2024-09-05,Annual,170.67,22,1726.48,78.47636363636364,0,0,5,0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,0.22499999999999998,Active
CUST_000083,Italy,Consumer,2025-03-28,Annual,323.86,18,1479.45,82.19166666666666,0,1,1,0,0.0,0.05555555555555555,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,Active
CUST_000084,Spain,Enterprise,2024-02-21,Monthly,177.27,20,1751.82,87.591,0,0,5,0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.31833333333333336,Churned
CUST_000085,Spain,SMB,2022-07-27,Two-Year,90.61,21,1746.38,83.16095238095238,0,0,3,0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.19,Churned
CUST_000086,Spain,SMB,2021-05-17,Annual,375.87,29,2434.09,83.93413793103448,0,1,4,0,0.0,0.034482758620689655,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.07534482758620689,Active
CUST_000087,France,SMB,2021-08-13,Two-Year,302.87,10,1189.77,118.977,0,0,1,0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.25,Active
CUST_000088,Germany,SMB,2022-03-09,Monthly,416.22,14,1044.59,74.61357142857142,2,1,2,0,0.14285714285714285,0.07142857142857142,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.37071428571428566,Active
CUST_000089,Spain,Consumer,2024-11-04,Monthly,345.9,21,1848.08,88.00380952380952,1,2,3,0,0.047619047619047616,0.09523809523809523,0.0,9.0,2.0,0.0,1.0,3.0,1.0,0.3333333333333333,0.2222222222222222,0.0,0.295,Churned
CUST_000090,Germany,Consumer,2021-06-21,Monthly,412.25,18,1522.39,84.57722222222223,0,0,5,0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.355,Active
CUST_000091,Spain,SMB,2021-08-21,Annual,94.38,22,1905.2,86.60000000000001,1,0,8,0,0.045454545454545456,0.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.1846969696969697,Churned
CUST_000092,France,Consumer,2025-11-23,Annual,315.0,23,2364.12,102.78782608695651,3,0,4,0,0.13043478260869565,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.5,0.2,0.0,0.2593478260869565,Active
CUST_000093,Germany,Consumer,2023-01-02,Monthly,196.34,18,1029.52,57.19555555555556,0,0,5,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,Active
CUST_000094,Germany,SMB,2021-08-22,Monthly,378.32,18,1547.94,85.99666666666667,0,0,6,0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14500000000000002,Active
CUST_000095,Germany,Enterprise,2025-05-13,Monthly,298.44,21,1675.55,79.78809523809524,1,2,6,0,0.047619047619047616,0.09523809523809523,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.4116666666666666,Churned
CUST_000096,France,SMB,2025-11-02,Monthly,46.01,18,1094.22,60.79,1,0,6,0,0.05555555555555555,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.4,0.0,0.27944444444444444,Active
CUST_000097,Germany,Consumer,2023-07-10,Annual,276.1,17,1330.73,78.27823529411765,0,0,6,0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.08,Active
CUST_000098,Spain,Enterprise,2021-07-25,Monthly,377.26,20,1336.59,66.8295,1,2,11,0,0.05,0.1,0.0,7.0,1.0,1.0,2.0,3.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.3014285714285715,Churned
CUST_000099,Spain,Consumer,2024-02-20,Monthly,146.14,13,960.9499999999999,73.91923076923077,0,0,4,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,Churned
CUST_000100,Netherlands,Consumer,2025-04-24,Monthly,334.17,21,1903.62,90.64857142857143,1,0,6,1,0.047619047619047616,0.0,0.16666666666666666,6.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.34142857142857147,Active
CUST_000101,Netherlands,Enterprise,2025-10-29,Monthly,423.64,23,1346.8600000000001,58.55913043478262,0,0,10,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.13,Active
CUST_000102,France,SMB,2023-11-16,Two-Year,51.28,17,1770.69,104.15823529411765,0,0,9,0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,2.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.2816666666666667,Active
CUST_000103,Spain,Enterprise,2025-09-21,Monthly,297.45,20,1857.1200000000001,92.85600000000001,1,0,5,1,0.05,0.0,0.2,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.395,Churned
CUST_000104,Netherlands,SMB,2025-02-27,Two-Year,446.05,18,1683.06,93.50333333333333,0,0,4,0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.25,0.5,0.27749999999999997,Active
CUST_000105,Italy,SMB,2021-10-22,Annual,80.68,14,1063.32,75.95142857142856,1,1,7,1,0.07142857142857142,0.07142857142857142,0.14285714285714285,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.3871428571428571,Active
CUST_000106,France,Consumer,2024-03-03,Annual,149.24,23,2168.66,94.2895652173913,1,0,7,1,0.043478260869565216,0.0,0.14285714285714285,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.25,0.0,0.22299689440993786,Active
CUST_000107,Germany,Consumer,2024-04-30,Monthly,320.44,20,1596.93,79.8465,0,1,7,0,0.0,0.05,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,Active
CUST_000108,Spain,Enterprise,2024-11-04,Annual,300.89,22,1637.15,74.4159090909091,0,1,7,0,0.0,0.045454545454545456,0.0,7.0,1.0,0.0,2.0,4.0,0.0,0.0,0.14285714285714285,0.0,0.11506493506493506,Active
CUST_000109,Spain,Enterprise,2023-08-29,Annual,400.83,17,1802.81,106.04764705882353,0,0,3,0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.12333333333333334,Churned
CUST_000110,Netherlands,Consumer,2024-08-27,Monthly,321.95,21,2015.92,95.99619047619048,0,0,3,0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.125,0.125,0.20750000000000002,Active
CUST_000111,Germany,Consumer,2023-12-03,Two-Year,296.41,23,2228.67,96.89869565217391,0,0,7,0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.1111111111111111,0.1338888888888889,Active
CUST_000112,Spain,Consumer,2022-04-21,Monthly,236.89,19,1641.91,86.41631578947369,2,0,4,0,0.10526315789473684,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.46421052631578946,Churned
CUST_000113,Germany,Consumer,2023-06-03,Monthly,57.56,20,1300.97,65.0485,1,0,6,0,0.05,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,Active
