transaction_id,customer_id,transaction_date,product,channel,amount,payment_status
TXN_00000088,CUST_003124,2025-02-20,Mobile,Direct Debit,36.02,Successful
TXN_00000089,CUST_007679,2025-02-01,Broadband,Online,45.2,Successful
TXN_00000090,CUST_008323,2025-02-26,IoT,Direct Debit,57.09,Successful
TXN_00000091,CUST_004353,2025-10-03,Mobile,Direct Debit,82.14,Successful
TXN_00000092,CUST_008048,2025-07-14,Broadband,Direct Debit,15.72,Successful
TXN_00000093,CUST_008417,2025-10-29,Mobile,Direct Debit,306.97,Successful
TXN_00000094,CUST_003875,2025-09-13,Mobile,Partner,354.71,Successful
TXN_00000095,CUST_008981,2025-01-17,Mobile,Online,145.96,Successful
TXN_00000096,CUST_002884,2025-04-19,Broadband,Online,35.77,Successful
TXN_00000097,CUST_002396,2025-05-05,Mobile,Online,55.34,Successful
TXN_00000098,CUST_006825,2025-12-26,Broadband,Online,6.82,Successful
TXN_00000099,CUST_006368,2025-08-07,Broadband,Partner,71.66,Successful
TXN_00000100,CUST_001398,2025-06-20,Mobile,Direct Debit,32.22,Successful
TXN_00000101,CUST_008328,2025-12-08,Broadband,Online,104.34,Successful
TXN_00000102,CUST_002000,2025-08-06,Broadband,Direct Debit,77.4,Successful
TXN_00000103,CUST_008049,2025-09-25,Mobile,Online,82.51,Successful
TXN_00000104,CUST_000074,2025-07-15,Broadband,Direct Debit,80.37,Successful
TXN_00000105,CUST_007969,2025-05-29,Mobile,Direct Debit,32.73,Successful
TXN_00000106,CUST_007870,2025-10-09,Broadband,Online,32.26,Successful
TXN_00000107,CUST_007804,2025-05-14,Security,Bank Transfer,139.94,Successful
TXN_00000108,CUST_006649,2025-12-08,Mobile,Direct Debit,125.22,Successful
TXN_00000109,CUST_004716,2025-05-02,Broadband,Online,65.19,Successful
TXN_00000110,CUST_007052,2025-11-06,Mobile,Direct Debit,88.85,Successful
TXN_00000111,CUST_002772,2025-01-27,Broadband,Bank Transfer,72.45,Successful
TXN_00000112,CUST_007808,2025-07-07,Mobile,Direct Debit,27.7,Successful
TXN_00000113,CUST_005557,2025-06-25,Cloud,Partner,27.51,Successful
TXN_00000114,CUST_004590,2025-12-09,Mobile,Bank Transfer,35.86,Successful
TXN_00000115,CUST_005057,2025-05-17,Mobile,Online,72.66,Successful
TXN_00000116,CUST_005688,2025-06-02,Cloud,Direct Debit,76.77,Successful
TXN_00000117,CUST_000373,2025-01-23,Cloud,Direct Debit,338.57,Successful
TXN_00000118,CUST_001398,2025-01-27,Security,Bank Transfer,157.97,Successful
TXN_00000119,CUST_002455,2025-07-24,Security,Direct Debit,115.24,Failed
TXN_00000120,CUST_001146,2025-02-18,Mobile,Online,24.84,Successful
TXN_00000121,CUST_004397,2025-05-03,IoT,Online,184.29,Successful
TXN_00000122,CUST_006685,2025-12-14,Security,Online,50.39,Refunded
TXN_00000123,CUST_006545,2025-04-17,Cloud,Direct Debit,14.02,Successful
TXN_00000124,CUST_004711,2025-12-10,Mobile,Direct Debit,36.55,Successful
TXN_00000125,CUST_008551,2025-06-02,Cloud,Direct Debit,137.06,Successful
TXN_00000126,CUST_005653,2025-11-30,Cloud,Online,205.16,Successful
TXN_00000127,CUST_000792,2025-05-08,Cloud,Online,108.75,Successful
TXN_00000128,CUST_007650,2025-10-02,Mobile,Online,195.47,Successful
TXN_00000129,CUST_005747,2025-02-24,Broadband,Online,118.07,Successful
TXN_00000130,CUST_006348,2025-09-05,Broadband,Direct Debit,63.35,Successful
TXN_00000131,CUST_005654,2025-05-02,Mobile,Direct Debit,57.28,Successful
TXN_00000132,CUST_005536,2025-11-02,Cloud,Online,42.41,Successful
TXN_00000133,CUST_000906,2025-06-16,Mobile,Direct Debit,78.76,Refunded
TXN_00000134,CUST_005593,2025-06-12,Broadband,Bank Transfer,90.32,Successful
TXN_00000135,CUST_007950,2025-08-26,Broadband,Direct Debit,43.08,Successful
TXN_00000136,CUST_003040,2025-07-19,Cloud,Online,154.57,Successful
TXN_00000137,CUST_006029,2025-07-21,IoT,Direct Debit,34.55,Successful
TXN_00000138,CUST_000309,2025-11-24,Broadband,Bank Transfer,79.78,Successful
TXN_00000139,CUST_003475,2025-09-28,Broadband,Online,173.76,Successful
TXN_00000140,CUST_004368,2025-01-21,Broadband,Bank Transfer,133.45,Successful
TXN_00000141,CUST_009828,2025-12-15,Cloud,Online,128.43,Successful
TXN_00000142,CUST_002146,2025-07-25,Cloud,Online,134.23,Successful
TXN_00000143,CUST_002766,2025-01-26,Security,Partner,95.19,Successful
TXN_00000144,CUST_004086,2025-05-20,Mobile,Online,236.26,Successful
TXN_00000145,CUST_009927,2025-01-08,Mobile,Partner,65.16,Successful
TXN_00000146,CUST_008535,2025-07-22,Broadband,Bank Transfer,42.2,Successful
TXN_00000147,CUST_000347,2025-08-18,Broadband,Online,106.62,Successful
TXN_00000148,CUST_002340,2025-12-16,Cloud,Direct Debit,77.04,Successful
TXN_00000149,CUST_008217,2025-09-05,Cloud,Direct Debit,74.87,Successful
TXN_00000150,CUST_000584,2025-10-14,Broadband,Online,98.98,Successful
TXN_00000151,CUST_008557,2025-10-22,Mobile,Direct Debit,24.96,Successful
TXN_00000152,CUST_002814,2025-06-23,Broadband,Online,43.55,Successful
TXN_00000153,CUST_009177,2025-05-23,Cloud,Bank Transfer,98.48,Successful
TXN_00000154,CUST_002936,2025-09-06,Mobile,Direct Debit,75.79,Successful
TXN_00000155,CUST_004344,2025-01-27,Mobile,Direct Debit,111.66,Successful
TXN_00000156,CUST_006620,2025-07-25,Security,Direct Debit,28.43,Successful
TXN_00000157,CUST_001263,2025-03-05,Mobile,Direct Debit,86.28,Successful
TXN_00000158,CUST_005571,2025-03-13,Security,Online,79.32,Successful
TXN_00000159,CUST_005051,2025-11-17,Mobile,Online,111.27,Successful
TXN_00000160,CUST_007839,2025-06-16,IoT,Partner,15.11,Successful
TXN_00000161,CUST_009962,2025-07-20,IoT,Online,554.68,Successful
TXN_00000162,CUST_006644,2025-02-10,Broadband,Bank Transfer,21.51,Successful
TXN_00000163,CUST_004092,2025-04-10,Mobile,Bank Transfer,190.55,Successful
TXN_00000164,CUST_004064,2025-06-16,Broadband,Online,48.51,Successful
TXN_00000165,CUST_004180,2025-11-27,Cloud,Direct Debit,152.16,Successful
TXN_00000166,CUST_008141,2025-06-10,Broadband,Online,23.84,Successful
TXN_00000167,CUST_003213,2025-08-18,Mobile,Bank Transfer,35.55,Successful
TXN_00000168,CUST_001670,2025-09-12,Cloud,Online,115.3,Successful
TXN_00000169,CUST_003343,2025-03-14,Mobile,Bank Transfer,85.59,Successful
TXN_00000170,CUST_000228,2025-04-09,Mobile,Online,78.45,Successful
TXN_00000171,CUST_001062,2025-07-13,Mobile,Online,65.02,Successful
TXN_00000172,CUST_000901,2025-05-24,Broadband,Direct Debit,35.0,Successful
TXN_00000173,CUST_007716,2025-10-25,Broadband,Direct Debit,95.93,Successful
TXN_00000174,CUST_007224,2025-05-31,Cloud,Online,76.64,Successful
TXN_00000175,CUST_006968,2025-06-13,Broadband,Bank Transfer,45.15,Successful
TXN_00000176,CUST_004619,2025-03-04,Mobile,Direct Debit,88.45,Successful
TXN_00000177,CUST_007171,2025-09-14,Cloud,Online,30.88,Successful
TXN_00000178,CUST_001613,2025-09-25,Cloud,Direct Debit,271.8,Successful
TXN_00000179,CUST_009007,2025-06-18,IoT,Direct Debit,74.26,Successful
TXN_00000180,CUST_005011,2025-09-02,Broadband,Partner,230.19,Successful
TXN_00000181,CUST_009381,2025-12-22,IoT,Bank Transfer,47.75,Successful
TXN_00000182,CUST_001524,2025-05-27,Mobile,Online,116.02,Failed
TXN_00000183,CUST_004974,2025-01-07,Broadband,Direct Debit,224.66,Successful
TXN_00000184,CUST_006964,2025-02-27,Cloud,Online,87.25,Successful
TXN_00000185,CUST_004957,2025-08-23,Mobile,Online,48.45,Successful
TXN_00000186,CUST_004462,2025-10-15,Mobile,Partner,153.9,Successful
TXN_00000187,CUST_001663,2025-07-16,Broadband,Online,54.98,Successful
TXN_00000188,CUST_003811,2025-09-10,IoT,Direct Debit,174.25,Successful
TXN_00000189,CUST_002388,2025-01-05,IoT,Direct Debit,67.77,Successful
TXN_00000190,CUST_003016,2025-08-31,Broadband,Online,64.13,Successful
TXN_00000191,CUST_006838,2025-08-21,Mobile,Online,21.6,Successful
TXN_00000192,CUST_006303,2025-12-12,Cloud,Bank Transfer,25.31,Successful
TXN_00000193,CUST_006072,2025-05-24,Security,Partner,91.75,Successful
TXN_00000194,CUST_003619,2025-10-21,Broadband,Bank Transfer,101.57,Successful
TXN_00000195,CUST_009597,2025-03-30,Cloud,Direct Debit,43.84,Successful
TXN_00000196,CUST_000877,2025-11-25,Mobile,Online,40.72,Successful
TXN_00000197,CUST_003426,2025-07-21,Mobile,Direct Debit,64.75,Successful
TXN_00000198,CUST_001181,2025-10-05,Mobile,Online,95.17,Successful
TXN_00000199,CUST_003390,2025-07-11,Broadband,Online,27.44,Successful
TXN_00000200,CUST_009619,2025-09-30,Mobile,Bank Transfer,63.69,Successful
TXN_00000201,CUST_003663,2025-10-23,Broadband,Online,80.62,Successful
TXN_00000202,CUST_009086,2025-10-04,Broadband,Partner,52.32,Successful
TXN_00000203,CUST_004951,2025-12-26,Security,Partner,33.08,Successful
TXN_00000204,CUST_006998,2025-12-12,Broadband,Direct Debit,27.87,Successful
TXN_00000205,CUST_004575,2025-10-18,Broadband,Direct Debit,59.03,Successful
TXN_00000206,CUST_002659,2025-07-11,Broadband,Bank Transfer,26.57,Successful
TXN_00000207,CUST_007643,2025-02-03,Broadband,Online,108.13,Successful
TXN_00000208,CUST_009692,2025-05-30,Mobile,Direct Debit,76.81,Successful
TXN_00000209,CUST_002636,2025-08-10,Broadband,Online,172.44,Successful
TXN_00000210,CUST_007788,2025-12-17,Security,Bank Transfer,56.13,Successful
TXN_00000211,CUST_002612,2025-04-26,Broadband,Online,30.72,Successful
TXN_00000212,CUST_007169,2025-12-20,Mobile,Direct Debit,96.75,Successful
TXN_00000213,CUST_007891,2025-07-31,Mobile,Direct Debit,72.53,Successful
TXN_00000214,CUST_004494,2025-11-15,Mobile,Direct Debit,205.06,Successful
TXN_00000215,CUST_007370,2025-09-16,Broadband,Direct Debit,47.39,Successful
TXN_00000216,CUST_002723,2025-07-29,Mobile,Online,44.35,Successful
TXN_00000217,CUST_000793,2025-10-23,Cloud,Direct Debit,134.6,Successful
TXN_00000218,CUST_000964,2025-08-17,Mobile,Direct Debit,93.27,Successful
TXN_00000219,CUST_004471,2025-10-24,Mobile,Bank Transfer,120.88,Successful
TXN_00000220,CUST_009027,2025-06-13,Broadband,Direct Debit,28.63,Successful
TXN_00000221,CUST_001276,2025-01-14,Mobile,Direct Debit,136.55,Successful
TXN_00000222,CUST_004558,2025-03-18,Security,Bank Transfer,56.32,Successful
TXN_00000223,CUST_007041,2025-07-12,IoT,Online,129.0,Successful
TXN_00000224,CUST_002024,2025-02-06,Mobile,Online,65.58,Successful
TXN_00000225,CUST_007217,2025-06-16,IoT,Online,39.74,Successful
TXN_00000226,CUST_003060,2025-01-05,Security,Bank Transfer,21.78,Successful
TXN_00000227,CUST_008087,2025-07-06,Mobile,Direct Debit,114.18,Successful
TXN_00000228,CUST_005793,2025-03-19,Mobile,Online,171.79,Failed
TXN_00000229,CUST_005470,2025-09-30,Mobile,Bank Transfer,22.07,Successful
TXN_00000230,CUST_001768,2025-07-16,Security,Direct Debit,107.94,Successful
TXN_00000231,CUST_004633,2025-11-27,IoT,Online,38.97,Successful
TXN_00000232,CUST_008567,2025-11-26,Broadband,Direct Debit,86.2,Successful
TXN_00000233,CUST_000196,2025-05-25,Broadband,Direct Debit,79.46,Successful
TXN_00000234,CUST_007586,2025-06-01,Mobile,Partner,76.95,Successful
TXN_00000235,CUST_004928,2025-07-06,Cloud,Direct Debit,10.98,Successful
TXN_00000236,CUST_007195,2025-08-22,IoT,Direct Debit,45.78,Successful
TXN_00000237,CUST_006633,2025-08-28,Mobile,Online,143.5,Successful
TXN_00000238,CUST_004321,2025-06-18,Security,Direct Debit,94.78,Successful
TXN_00000239,CUST_003087,2025-07-10,Broadband,Bank Transfer,192.28,Successful
TXN_00000240,CUST_006274,2025-01-05,Cloud,Direct Debit,70.31,Successful
TXN_00000241,CUST_001403,2025-01-27,IoT,Direct Debit,21.44,Successful
TXN_00000242,CUST_005841,2025-06-06,Mobile,Online,120.25,Successful
TXN_00000243,CUST_000947,2025-12-09,Security,Direct Debit,168.32,Successful
TXN_00000244,CUST_006499,2025-05-16,Broadband,Bank Transfer,102.44,Successful
TXN_00000245,CUST_006288,2025-12-29,Broadband,Bank Transfer,130.8,Successful
TXN_00000246,CUST_000845,2025-04-26,IoT,Bank Transfer,425.61,Successful
TXN_00000247,CUST_007575,2025-01-19,Security,Direct Debit,114.63,Failed
TXN_00000248,CUST_004159,2025-04-22,Broadband,Direct Debit,20.55,Successful
TXN_00000249,CUST_007869,2025-05-22,Security,Direct Debit,58.55,Successful
TXN_00000250,CUST_000417,2025-02-25,Broadband,Partner,34.09,Successful
TXN_00000251,CUST_001795,2025-05-26,Mobile,Partner,50.61,Successful
TXN_00000252,CUST_004940,2025-08-02,Mobile,Direct Debit,95.44,Successful
TXN_00000253,CUST_001883,2025-03-13,Mobile,Direct Debit,83.6,Successful
TXN_00000254,CUST_003299,2025-10-21,Security,Direct Debit,45.65,Successful
TXN_00000255,CUST_006606,2025-03-04,Broadband,Online,42.7,Successful
TXN_00000256,CUST_001446,2025-11-01,Mobile,Direct Debit,187.79,Successful
TXN_00000257,CUST_006778,2025-02-13,Mobile,Direct Debit,160.26,Successful
TXN_00000258,CUST_001035,2025-04-08,Mobile,Online,29.53,Successful
TXN_00000259,CUST_001752,2025-05-12,Broadband,Direct Debit,238.52,Successful
TXN_00000260,CUST_005877,2025-04-15,Cloud,Direct Debit,195.84,Failed
TXN_00000261,CUST_007935,2025-08-28,Cloud,Online,47.44,Successful
TXN_00000262,CUST_001706,2025-04-14,Mobile,Partner,23.5,Successful
TXN_00000263,CUST_003000,2025-02-17,Mobile,Online,77.93,Successful
TXN_00000264,CUST_009252,2025-02-28,Mobile,Online,35.69,Successful
TXN_00000265,CUST_009897,2025-11-24,Mobile,Direct Debit,75.25,Successful
TXN_00000266,CUST_005811,2025-08-16,IoT,Online,32.97,Successful
TXN_00000267,CUST_004471,2025-12-09,Cloud,Online,105.43,Successful
TXN_00000268,CUST_003469,2025-02-23,Security,Online,25.09,Successful
TXN_00000269,CUST_006125,2025-09-07,Mobile,Direct Debit,115.36,Successful
TXN_00000270,CUST_005910,2025-05-26,IoT,Direct Debit,41.65,Successful
TXN_00000271,CUST_002948,2025-11-14,Broadband,Direct Debit,109.42,Successful
TXN_00000272,CUST_000229,2025-07-18,Broadband,Direct Debit,82.88,Successful
TXN_00000273,CUST_001515,2025-03-01,Mobile,Bank Transfer,55.17,Successful
TXN_00000274,CUST_009586,2025-09-05,Mobile,Partner,51.9,Successful
TXN_00000275,CUST_004182,2025-07-31,Mobile,Direct Debit,22.27,Successful
TXN_00000276,CUST_004824,2025-12-20,Mobile,Online,75.87,Successful
TXN_00000277,CUST_004672,2025-10-20,Mobile,Direct Debit,54.26,Successful
TXN_00000278,CUST_007828,2025-10-26,Mobile,Online,18.57,Failed
TXN_00000279,CUST_000650,2025-05-17,Broadband,Online,120.64,Successful
TXN_00000280,CUST_000828,2025-05-24,Mobile,Direct Debit,112.02,Successful
TXN_00000281,CUST_002759,2025-08-09,Cloud,Direct Debit,87.03,Successful
TXN_00000282,CUST_004867,2025-10-30,Security,Online,42.59,Successful
TXN_00000283,CUST_006712,2025-03-29,Cloud,Direct Debit,46.85,Successful
TXN_00000284,CUST_004908,2025-04-13,Broadband,Direct Debit,42.13,Successful
TXN_00000285,CUST_004412,2025-12-23,Broadband,Direct Debit,160.62,Successful
TXN_00000286,CUST_009379,2025-09-05,Cloud,Direct Debit,42.68,Successful
TXN_00000287,CUST_001611,2025-06-26,Mobile,Online,140.64,Refunded
TXN_00000288,CUST_005718,2025-03-17,Mobile,Direct Debit,121.74,Successful
TXN_00000289,CUST_005423,2025-04-23,Mobile,Direct Debit,25.59,Successful
TXN_00000290,CUST_004735,2025-06-09,Mobile,Direct Debit,45.67,Successful
TXN_00000291,CUST_008076,2025-10-28,Mobile,Direct Debit,35.85,Successful
TXN_00000292,CUST_002670,2025-08-13,Broadband,Direct Debit,73.65,Successful
TXN_00000293,CUST_009538,2025-05-03,Cloud,Online,62.96,Successful
TXN_00000294,CUST_003316,2025-10-24,Broadband,Direct Debit,64.9,Failed
TXN_00000295,CUST_005451,2025-08-29,Mobile,Partner,42.06,Successful
TXN_00000296,CUST_005207,2025-12-06,Mobile,Online,78.78,Successful
TXN_00000297,CUST_008498,2025-07-04,Broadband,Partner,67.36,Successful
TXN_00000298,CUST_004390,2025-12-24,Broadband,Direct Debit,98.85,Successful
TXN_00000299,CUST_002846,2025-09-21,IoT,Partner,51.12,Successful
TXN_00000300,CUST_000217,2025-11-05,Mobile,Direct Debit,11.52,Successful
TXN_00000301,CUST_003637,2025-06-25,Broadband,Direct Debit,49.57,Successful
TXN_00000302,CUST_008263,2025-03-12,Broadband,Online,279.75,Successful
TXN_00000303,CUST_000100,2025-07-02,Mobile,Online,24.27,Successful
TXN_00000304,CUST_008962,2025-11-07,Cloud,Direct Debit,70.64,Refunded
TXN_00000305,CUST_005429,2025-10-17,Broadband,Online,31.59,Successful
TXN_00000306,CUST_001403,2025-08-02,Broadband,Online,52.49,Successful
TXN_00000307,CUST_003022,2025-01-05,Broadband,Direct Debit,128.1,Successful
TXN_00000308,CUST_005541,2025-05-17,Broadband,Direct Debit,59.62,Successful
TXN_00000309,CUST_003157,2025-02-18,Mobile,Direct Debit,123.75,Successful
TXN_00000310,CUST_001086,2025-04-21,Broadband,Partner,88.93,Successful
TXN_00000311,CUST_006660,2025-12-19,Security,Online,66.29,Successful
TXN_00000312,CUST_006723,2025-09-21,Security,Direct Debit,115.24,Successful
TXN_00000313,CUST_001189,2025-02-03,Mobile,Online,70.14,Successful
TXN_00000314,CUST_002813,2025-06-07,Cloud,Online,31.02,Successful
TXN_00000315,CUST_002439,2025-07-31,Broadband,Direct Debit,52.31,Successful
TXN_00000316,CUST_006595,2025-11-12,Mobile,Direct Debit,258.71,Successful
TXN_00000317,CUST_007303,2025-05-07,Broadband,Partner,37.36,Successful
TXN_00000318,CUST_007270,2025-12-12,Security,Online,51.18,Successful
TXN_00000319,CUST_009388,2025-11-27,Cloud,Direct Debit,234.03,Successful
TXN_00000320,CUST_007687,2025-11-22,Cloud,Direct Debit,20.71,Successful
TXN_00000321,CUST_003207,2025-05-04,Cloud,Online,150.74,Successful
TXN_00000322,CUST_001078,2025-06-19,Mobile,Direct Debit,42.86,Successful
TXN_00000323,CUST_006147,2025-05-26,IoT,Direct Debit,48.94,Successful
TXN_00000324,CUST_009161,2025-11-19,Broadband,Direct Debit,38.45,Successful
TXN_00000325,CUST_009752,2025-01-30,Mobile,Online,27.75,Successful
TXN_00000326,CUST_002303,2025-08-07,Mobile,Direct Debit,51.55,Successful
TXN_00000327,CUST_002365,2025-01-08,Cloud,Online,17.29,Successful
TXN_00000328,CUST_000375,2025-03-09,Mobile,Direct Debit,8.49,Successful
TXN_00000329,CUST_001413,2025-01-06,IoT,Direct Debit,62.41,Successful
TXN_00000330,CUST_005549,2025-02-02,Cloud,Online,82.28,Successful
TXN_00000331,CUST_005469,2025-12-25,IoT,Direct Debit,44.28,Successful
TXN_00000332,CUST_003710,2025-01-17,Broadband,Online,39.44,Successful
TXN_00000333,CUST_003100,2025-11-29,Broadband,Direct Debit,86.28,Successful
TXN_00000334,CUST_008298,2025-01-16,Mobile,Direct Debit,128.36,Refunded
TXN_00000335,CUST_004601,2025-07-25,Mobile,Online,82.54,Successful
TXN_00000336,CUST_008083,2025-10-26,Cloud,Online,67.46,Successful
TXN_00000337,CUST_009633,2025-10-21,Cloud,Bank Transfer,168.84,Successful
TXN_00000338,CUST_003172,2025-02-18,Broadband,Direct Debit,34.11,Successful
TXN_00000339,CUST_002028,2025-08-23,Broadband,Direct Debit,234.57,Successful
TXN_00000340,CUST_009529,2025-11-20,Broadband,Direct Debit,100.1,Successful
TXN_00000341,CUST_006349,2025-09-16,Mobile,Direct Debit,30.29,Successful
TXN_00000342,CUST_002910,2025-04-18,Mobile,Online,74.57,Successful
TXN_00000343,CUST_006219,2025-07-02,Mobile,Bank Transfer,51.12,Successful
TXN_00000344,CUST_005151,2025-12-29,Broadband,Direct Debit,124.87,Successful
TXN_00000345,CUST_009056,2025-01-29,Cloud,Direct Debit,18.8,Successful
